TENURE,AGE,GENDER,NATIONALITY,STATE,STATUS_BEFORE,STATUS_AFTER,OFFER_TAKER,OFFER_TAKE_UP_DT,DATA_PURC_BEFORE,DATA_PURC_AFTER,DATA_CHRG_BEFORE,DATA_CHRG_AFTER,DATA_USG_BEFORE,DATA_USG_AFTER,VOICE_USG_BEFORE,VOICE_USG_AFTER,RLD_IND_BEFORE,RLD_IND_AFTER,RLD_AMT_BEFORE,RLD_AMT_AFTER,CPA_RVN_BEFORE,CPA_RVN_AFTER,ARPU_BEFORE,ARPU_AFTER,ACTVIITY_DAYS_AFTER,ACTIVITY_STATUS_AFTER
40,24,Male,Malaysia,SARAWAK,Active,Active,N,?,N,N,?,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,0,DURING & AFTER CAMP
35,22,Unspecified,Malaysia,SABAH,Active,Active,N,?,Y,Y,2.00,1.00,0.213653,2.658494,1.0500,3.3333,Y,Y,5.00,10.00,?,?,1.600000,8.700000,6,DURING & AFTER CAMP
69,26,Female,Malaysia,KLANG VALLEY,Active,Active,Y,10/5/2022,Y,N,15.00,?,19.964492,0.040538,0.0000,0.0000,N,N,?,?,?,?,9.000000,?,0,DURING & AFTER CAMP
27,32,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.000000,0.000000,0.0000,0.0000,Y,N,5.00,?,?,?,6.000000,?,10,DURING & AFTER CAMP
18,24,Male,Malaysia,SARAWAK,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.000289,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,34,NO ACTIVITY SINCE SEP
18,22,Female,Malaysia,KLANG VALLEY,Active,Active,N,?,N,Y,?,3.00,25.531126,1.932557,0.0000,0.0000,N,Y,?,10.00,?,2.00,?,7.000000,0,BEFORE & AFTER CAMP
31,74,Male,Malaysia,PENANG,Active,Close,N,?,N,N,?,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,20,DURING CAMP THEN REMAIN
47,35,Male,Malaysia,PENANG,Active,Active,N,?,N,N,?,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,21,DURING CAMP THEN REMAIN
97,38,Male,Malaysia,SARAWAK,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.180902,0.000000,0.3333,0.0000,Y,N,5.00,?,?,?,6.320000,?,36,NO ACTIVITY SINCE SEP
33,33,Male,Malaysia,SARAWAK,Active,Active,Y,10/5/2022,Y,Y,15.00,4.00,0.000000,1.759157,0.0000,0.7167,N,Y,?,7.00,?,?,2.000000,7.390000,7,BEFORE & AFTER CAMP
40,62,Male,Malaysia,SABAH,Active,Active,N,?,Y,N,1.50,?,15.537546,0.000000,0.0000,0.0000,Y,N,5.00,?,?,?,3.890000,?,5,BEFORE & AFTER CAMP
38,36,Male,Malaysia,SABAH,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,21,DURING CAMP THEN REMAIN
19,27,Female,Malaysia,SARAWAK,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,36,NO ACTIVITY SINCE SEP
14,45,Male,Malaysia,JOHORE,Active,Active,Y,10/5/2022,Y,N,15.00,?,1.639463,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,34,NO ACTIVITY SINCE SEP
41,44,Female,Malaysia,N SEMBILAN,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.000000,0.000000,0.0000,0.0000,Y,N,10.00,?,?,?,?,4.000000,0,DURING & AFTER CAMP
158,32,Female,Malaysia,KLANG VALLEY,Active,Active,Y,10/5/2022,Y,Y,39.98,44.99,10.142762,12.448684,2.0500,0.9667,Y,Y,50.00,50.00,24.00,?,64.850000,44.990000,0,DURING & AFTER CAMP
40,40,Male,Malaysia,PERAK,Active,Active,N,?,Y,Y,5.00,5.00,49.068103,18.053868,0.0000,0.0000,Y,Y,40.00,25.00,?,?,40.000000,25.000000,1,BEFORE & AFTER CAMP
27,28,Male,Malaysia,SABAH,Active,Active,N,?,N,N,?,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,34,NO ACTIVITY SINCE SEP
32,63,Female,Malaysia,SARAWAK,Active,Active,Y,10/6/2022,N,N,?,?,0.000000,0.000000,0.2833,0.3167,N,Y,?,20.00,?,?,0.260000,0.130000,3,DURING & AFTER CAMP
33,24,Male,Malaysia,SABAH,Active,Active,N,?,Y,N,4.00,?,1.499448,0.000000,0.0000,0.0000,Y,N,10.00,?,?,?,4.800000,?,5,BEFORE & AFTER CAMP
18,21,Male,Malaysia,SABAH,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.000977,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,38,NO ACTIVITY SINCE SEP
62,26,Female,Malaysia,PERAK,Active,Active,Y,10/6/2022,Y,Y,15.00,3.00,1.022146,1.347439,0.2667,1.5000,Y,Y,20.00,10.00,?,0.15,10.130000,8.670000,4,BEFORE & AFTER CAMP
79,30,Male,Malaysia,SABAH,Active,Active,N,?,N,N,?,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,36,NO ACTIVITY SINCE SEP
28,24,Male,Malaysia,N SEMBILAN,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.008245,0.122869,0.0000,0.0000,N,N,?,?,?,?,?,?,0,BEFORE & AFTER CAMP
17,53,Male,Malaysia,PERAK,Active,Active,N,?,N,N,?,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,33,NO ACTIVITY SINCE SEP
27,51,Male,Malaysia,PENANG,Active,Active,N,?,N,N,?,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,33,NO ACTIVITY SINCE SEP
15,70,Female,Malaysia,KEDAH,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.000000,6.492654,0.0000,0.0000,N,N,?,?,?,?,?,?,0,DURING & AFTER CAMP
16,29,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/6/2022,N,N,?,?,0.000000,0.000000,0.0000,0.0000,Y,N,1750.00,?,1300.00,500.00,1300.000000,500.000000,17,DURING & AFTER CAMP
31,27,Female,Malaysia,N SEMBILAN,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.154960,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,39,NO ACTIVITY SINCE SEP
37,22,Female,Malaysia,PAHANG,Active,Active,Y,10/5/2022,Y,N,15.00,?,2.493500,0.166141,0.5500,0.0000,N,N,?,?,?,?,0.300000,2.000000,1,BEFORE & AFTER CAMP
23,26,Male,Malaysia,SABAH,Active,Active,N,?,N,N,?,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,2,DURING & AFTER CAMP
50,26,Male,Malaysia,SABAH,Active,Active,N,?,N,N,?,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,4,DURING & AFTER CAMP
133,59,Male,Malaysia,PERLIS,Active,Active,N,?,N,N,?,?,0.000000,0.000003,0.0000,0.0000,N,N,?,?,?,?,?,1.000000,1,BEFORE & AFTER CAMP
23,40,Male,Malaysia,PENANG,Active,Active,Y,10/5/2022,Y,N,4.00,?,3.054655,0.000000,0.0000,0.0000,Y,N,20.00,?,?,?,14.000000,?,36,NO ACTIVITY SINCE SEP
165,66,Male,Malaysia,PERAK,Active,Active,Y,10/5/2022,N,N,?,?,0.000000,0.000000,0.5500,0.0000,Y,N,50.00,?,?,?,0.800000,?,34,NO ACTIVITY SINCE SEP
75,25,Female,Malaysia,JOHORE,Active,Active,N,?,N,N,?,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,2,BEFORE & AFTER CAMP
27,32,Female,Malaysia,TERENGGANU,Active,Active,N,?,N,N,?,?,1.812913,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,33,NO ACTIVITY SINCE SEP
87,61,Male,Malaysia,PAHANG,Active,Active,Y,10/5/2022,Y,Y,15.00,10.00,4.525567,0.000000,0.0000,0.0000,Y,N,10.00,?,?,?,10.010000,10.000000,34,NO ACTIVITY SINCE SEP
19,60,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,9.00,?,6.000000,?,38,NO ACTIVITY SINCE SEP
65,31,Male,Malaysia,PAHANG,Active,Active,Y,10/6/2022,Y,Y,34.99,35.00,35.765863,28.961168,316.0500,0.8667,N,Y,?,50.00,1.20,?,36.190000,35.000000,0,DURING & AFTER CAMP
34,29,Male,Malaysia,JOHORE,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.000000,0.000000,0.0000,0.0667,Y,N,5.00,?,0.99,?,?,0.600000,1,DURING & AFTER CAMP
82,27,Female,Malaysia,SARAWAK,Active,Active,Y,10/6/2022,N,N,?,?,6.380955,0.000000,36.6500,0.0000,Y,N,20.00,?,?,?,41.050000,6.000000,17,DURING & AFTER CAMP
44,30,Male,Malaysia,SABAH,Active,Active,N,?,N,N,?,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,36,NO ACTIVITY SINCE SEP
60,23,Male,Malaysia,SARAWAK,Active,Active,Y,10/6/2022,Y,N,44.99,?,11.454483,14.230335,0.3667,1.7500,N,N,?,?,?,?,?,0.810000,0,BEFORE & AFTER CAMP
239,72,Male,Malaysia,KLANG VALLEY,Active,Active,N,?,N,N,?,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,2,DURING & AFTER CAMP
46,25,Male,Malaysia,SARAWAK,Active,Active,Y,10/6/2022,Y,Y,27.99,27.99,1.995605,0.420813,0.0000,0.0000,Y,Y,30.00,30.00,?,?,?,27.990000,0,DURING & AFTER CAMP
25,31,Male,Malaysia,JOHORE,Active,Active,Y,10/5/2022,Y,N,20.00,?,38.020702,0.000000,2.8500,0.0000,Y,N,30.00,?,4.49,?,30.240000,?,33,NO ACTIVITY SINCE SEP
16,29,Male,Malaysia,TERENGGANU,Active,Active,N,?,N,N,?,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,35,NO ACTIVITY SINCE SEP
218,58,Female,Malaysia,SABAH,Active,Active,N,?,N,N,?,?,0.538985,0.001482,0.0000,0.0000,Y,Y,10.00,10.00,7.00,7.00,7.000000,7.000000,1,BEFORE & AFTER CAMP
108,26,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.021181,0.000000,0.0000,0.0000,Y,N,30.00,?,?,?,?,?,38,NO ACTIVITY SINCE SEP
177,36,Female,Malaysia,SABAH,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,20.000000,10.000000,0,DURING & AFTER CAMP
34,26,Male,Malaysia,KLANG VALLEY,Active,Close,N,?,N,N,?,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,11,DURING & AFTER CAMP
21,29,Female,Malaysia,SARAWAK,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.147161,0.000094,0.0000,0.0000,N,N,?,?,?,?,?,?,3,BEFORE & AFTER CAMP
17,83,Male,Malaysia,PENANG,Active,Active,N,?,N,N,?,?,2.200000,0.000000,3.1500,0.0000,Y,N,25.00,?,?,?,1.630000,?,35,NO ACTIVITY SINCE SEP
31,50,Female,Malaysia,KLANG VALLEY,Active,Active,Y,10/6/2022,Y,N,29.98,?,3.967926,0.000000,14.4167,0.0000,Y,N,20.00,?,?,?,34.570000,?,36,NO ACTIVITY SINCE SEP
23,81,Female,Malaysia,SARAWAK,Active,Active,N,?,N,N,?,?,0.000000,0.000000,0.0000,2.5500,Y,N,5.00,?,?,?,?,0.800000,1,DURING & AFTER CAMP
35,63,Male,Malaysia,SABAH,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.023430,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,35,NO ACTIVITY SINCE SEP
21,40,Male,Malaysia,KEDAH,Active,Active,N,?,Y,N,3.00,?,24.481280,0.000000,1.0333,0.0000,Y,N,20.00,?,?,?,15.300000,?,12,BEFORE & AFTER CAMP
28,30,Female,Malaysia,KLANG VALLEY,Active,Active,Y,10/5/2022,N,Y,?,27.99,0.000000,0.000000,0.0000,0.0000,Y,Y,35.00,5.00,?,?,10.000000,27.990000,33,NO ACTIVITY SINCE SEP
22,19,Female,Malaysia,N SEMBILAN,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.001452,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,21,DURING CAMP THEN REMAIN
97,30,Male,Malaysia,SABAH,Active,Active,N,?,N,N,?,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,2,BEFORE & AFTER CAMP
71,39,Male,Malaysia,PAHANG,Active,Active,N,?,N,N,?,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,0,BEFORE & AFTER CAMP
39,64,Male,Malaysia,KEDAH,Active,Active,N,?,N,N,?,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,35,NO ACTIVITY SINCE SEP
60,30,Male,Malaysia,N SEMBILAN,Active,Active,N,?,N,N,?,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,37,NO ACTIVITY SINCE SEP
48,73,Male,Malaysia,SABAH,Active,Active,Y,10/5/2022,Y,Y,15.00,4.00,7.907178,15.166527,0.0000,0.0000,Y,N,50.00,?,?,?,12.000000,16.000000,0,DURING & AFTER CAMP
148,69,Female,Malaysia,JOHORE,Active,Active,Y,10/6/2022,N,N,?,?,0.155681,0.000000,6.3667,0.0000,Y,N,100.00,?,?,?,46.320000,8.000000,5,DURING & AFTER CAMP
84,31,Male,Malaysia,JOHORE,Active,Active,Y,10/6/2022,Y,N,20.00,?,6.530135,0.000000,2.8500,1.1333,Y,N,50.00,?,?,?,21.300000,0.390000,9,BEFORE & AFTER CAMP
157,32,Male,Malaysia,PERAK,Active,Active,Y,10/5/2022,Y,Y,27.99,12.00,0.000000,2.115695,0.0000,2.0500,Y,Y,30.00,30.00,3.00,2.00,2.500000,25.000000,5,BEFORE & AFTER CAMP
45,69,Unspecified,Malaysia,SABAH,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.000327,0.000236,0.0000,0.0000,N,N,?,?,?,?,?,?,0,DURING & AFTER CAMP
70,27,Female,Malaysia,SABAH,Active,Active,Y,10/5/2022,Y,Y,5.00,40.00,6.374055,30.102346,6.1667,19.6167,Y,Y,80.00,60.00,?,?,53.700000,62.400000,0,DURING & AFTER CAMP
50,22,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/6/2022,Y,N,40.00,?,7.131676,50.828337,0.0000,0.1833,Y,N,40.00,?,?,?,9.000000,?,0,DURING & AFTER CAMP
113,68,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.000000,0.000000,2.6500,1.1000,N,Y,?,10.00,?,?,2.560000,0.960000,2,DURING & AFTER CAMP
60,75,Male,Malaysia,N SEMBILAN,Active,Active,N,?,N,N,?,?,0.000000,0.000000,19.5333,0.0000,Y,N,10.00,?,?,?,6.000000,?,33,NO ACTIVITY SINCE SEP
83,30,Male,Malaysia,SABAH,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.000266,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,37,NO ACTIVITY SINCE SEP
25,26,Male,Malaysia,KEDAH,Active,Active,Y,10/5/2022,Y,N,10.00,?,36.912535,0.000000,1.7000,0.0000,Y,N,50.00,?,3.90,?,34.520000,?,36,NO ACTIVITY SINCE SEP
26,25,Female,Malaysia,SABAH,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.000000,0.000000,0.0667,0.0000,N,N,?,?,?,?,?,?,36,NO ACTIVITY SINCE SEP
30,54,Male,Malaysia,PENANG,Active,Close,N,?,N,N,?,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,1,DURING & AFTER CAMP
192,45,Male,Malaysia,PENANG,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.000000,0.000000,0.0000,0.0000,Y,N,5.00,?,?,?,?,?,37,NO ACTIVITY SINCE SEP
24,28,Male,Malaysia,MALACCA,Active,Active,N,?,N,N,?,?,0.005957,0.000000,0.0000,0.0000,Y,Y,10.00,10.00,3.90,?,3.900000,3.900000,0,BEFORE & AFTER CAMP
26,24,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/5/2022,Y,N,15.00,?,2.068005,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,20,DURING CAMP THEN REMAIN
22,28,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/5/2022,N,N,?,?,0.059308,0.000000,0.0000,0.0000,Y,N,30.00,?,?,?,27.000000,?,36,NO ACTIVITY SINCE SEP
47,30,Male,Malaysia,JOHORE,Active,Active,Y,10/5/2022,Y,N,15.00,?,4.663066,0.000000,1.2833,0.0000,N,N,?,?,?,?,12.650000,?,38,NO ACTIVITY SINCE SEP
18,24,Female,Malaysia,MALACCA,Active,Active,Y,10/6/2022,Y,Y,15.00,12.00,1.863140,10.697434,0.0000,0.4833,N,Y,?,40.03,?,?,?,19.410000,0,DURING & AFTER CAMP
32,40,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.011656,0.966151,0.0000,0.0000,N,N,?,?,?,?,?,?,3,BEFORE & AFTER CAMP
21,23,Female,Malaysia,PENANG,Active,Active,Y,10/6/2022,Y,N,34.99,?,25.548281,0.000000,0.0000,0.0000,Y,N,20.00,?,?,?,?,?,1,BEFORE & AFTER CAMP
72,39,Female,Malaysia,KLANG VALLEY,Active,Active,Y,10/6/2022,N,N,?,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,2.000000,3,BEFORE & AFTER CAMP
222,66,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/5/2022,N,N,?,?,0.000000,0.000000,0.1667,0.0000,N,N,?,?,?,?,0.720000,?,37,NO ACTIVITY SINCE SEP
78,30,Female,Malaysia,SARAWAK,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,37,NO ACTIVITY SINCE SEP
100,49,Female,Malaysia,N SEMBILAN,Active,Active,Y,10/5/2022,Y,N,15.00,?,1.811402,0.000000,0.0000,0.2167,N,N,?,?,?,?,?,0.150000,14,BEFORE & AFTER CAMP
100,45,Male,Malaysia,KLANG VALLEY,Active,Active,N,?,N,N,?,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,5,DURING & AFTER CAMP
59,34,Male,Malaysia,JOHORE,Active,Active,Y,10/6/2022,Y,N,35.00,?,0.000000,2.049604,0.0000,0.0167,Y,N,35.00,?,?,?,?,6.100000,1,BEFORE & AFTER CAMP
96,46,Male,Malaysia,PERAK,Active,Active,Y,10/6/2022,N,N,?,?,0.000000,0.000000,7.9500,0.7000,Y,N,30.00,?,?,?,40.210000,0.260000,5,BEFORE & AFTER CAMP
24,34,Male,Malaysia,PERAK,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.000000,0.000000,0.0000,0.0000,N,Y,?,5.00,?,?,?,?,33,NO ACTIVITY SINCE SEP
102,28,Male,Malaysia,JOHORE,Active,Active,N,?,N,N,?,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,2,DURING & AFTER CAMP
53,48,Male,Malaysia,JOHORE,Active,Active,N,?,N,N,?,?,0.000000,0.000000,0.0000,0.0000,N,Y,?,5.00,?,?,?,?,34,NO ACTIVITY SINCE SEP
135,45,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.000000,0.000000,10.5334,0.0000,Y,N,5.00,?,?,?,5.000000,?,0,DURING & AFTER CAMP
30,26,Male,Malaysia,JOHORE,Active,Active,N,?,N,N,?,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,5,DURING & AFTER CAMP
89,25,Male,Malaysia,KEDAH,Active,Active,N,?,Y,N,5.00,?,7.065663,0.000000,0.0000,0.0000,N,N,?,?,?,?,5.000000,?,34,NO ACTIVITY SINCE SEP
101,29,Female,Malaysia,SARAWAK,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.000000,0.000003,0.0000,9.0000,N,Y,?,5.00,?,?,?,4.200000,9,BEFORE & AFTER CAMP
33,55,Male,Malaysia,SARAWAK,Active,Close,N,?,N,N,?,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,34,NO ACTIVITY SINCE SEP
17,53,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.000000,0.000000,0.2500,0.0000,N,N,?,?,?,?,0.200000,?,1,BEFORE & AFTER CAMP
50,24,Female,Malaysia,SABAH,Active,Active,N,?,N,N,?,?,0.043449,0.611428,0.0000,4.1333,N,Y,?,15.00,?,?,?,3.000000,0,DURING & AFTER CAMP
20,25,Male,Malaysia,SABAH,Active,Active,Y,10/6/2022,Y,Y,15.00,3.00,3.980418,9.054527,0.0000,0.0000,Y,Y,20.00,25.00,?,?,8.800000,18.400000,1,DURING & AFTER CAMP
100,39,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/5/2022,Y,N,35.00,?,0.000000,0.000000,0.0000,0.0000,Y,Y,10.00,15.00,4.00,4.00,4.000000,4.000000,6,BEFORE & AFTER CAMP
18,48,Unspecified,Malaysia,SABAH,Active,Active,Y,10/5/2022,Y,Y,15.00,3.00,5.902419,34.210302,0.0000,0.0000,N,Y,?,5.00,?,?,1.520000,8.560000,0,DURING & AFTER CAMP
21,25,Male,Malaysia,KLANG VALLEY,Active,Active,N,?,Y,N,30.00,?,0.000000,0.000000,0.0000,0.0000,Y,Y,30.00,30.00,?,?,4.800000,?,33,NO ACTIVITY SINCE SEP
29,45,Female,Malaysia,KLANG VALLEY,Active,Active,N,?,Y,Y,29.98,29.99,21.321463,5.755412,12.8000,5.6166,Y,Y,30.00,35.00,?,?,9.910000,34.490000,0,BEFORE & AFTER CAMP
25,41,Male,Malaysia,SABAH,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.588856,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,35,NO ACTIVITY SINCE SEP
23,36,Male,Malaysia,SABAH,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.007402,0.741222,0.0000,0.5333,N,N,?,?,?,?,?,0.400000,0,DURING & AFTER CAMP
157,69,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/6/2022,Y,N,29.98,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,29.980000,?,34,NO ACTIVITY SINCE SEP
138,35,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.000000,0.000000,0.0000,0.0000,Y,Y,5.00,10.00,?,?,?,?,1,BEFORE & AFTER CAMP
58,26,Female,Malaysia,PENANG,Active,Active,N,?,Y,Y,1.00,5.00,0.878368,2.445336,196.7167,182.1334,Y,Y,15.00,30.00,?,?,9.800000,30.130000,0,DURING & AFTER CAMP
50,23,Male,Malaysia,SABAH,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.099158,0.105178,0.0000,0.3500,N,N,?,?,?,?,?,0.110000,0,BEFORE & AFTER CAMP
55,27,Male,Malaysia,KLANG VALLEY,Active,Active,N,?,N,Y,?,4.00,0.001288,13.112891,0.0000,0.0000,N,Y,?,20.00,?,?,?,23.000000,0,BEFORE & AFTER CAMP
39,25,Male,Malaysia,SARAWAK,Active,Active,N,?,N,N,?,?,8.316201,0.000000,0.8667,0.0000,N,N,?,?,?,?,?,?,37,NO ACTIVITY SINCE SEP
38,22,Female,Malaysia,PENANG,Active,Active,Y,10/5/2022,Y,Y,27.99,5.00,18.331919,14.197412,1.0500,0.0000,Y,N,40.00,?,12.15,?,27.990000,5.000000,0,DURING & AFTER CAMP
30,25,Female,Malaysia,KEDAH,Active,Active,N,?,N,N,?,?,0.000000,0.203081,0.1667,0.6167,N,N,?,?,?,?,?,0.190000,0,DURING & AFTER CAMP
53,33,Male,Malaysia,SABAH,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.285405,0.000001,0.0000,0.0000,N,N,?,?,?,?,?,?,5,BEFORE & AFTER CAMP
29,41,Male,Malaysia,PERAK,Active,Close,N,?,N,N,?,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,1,DURING & AFTER CAMP
37,27,Female,Malaysia,SARAWAK,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.000201,0.033609,0.0000,0.3333,N,Y,?,5.00,?,?,?,0.300000,0,DURING & AFTER CAMP
23,67,Female,Malaysia,SARAWAK,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.356594,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,20,DURING CAMP THEN REMAIN
35,70,Male,Malaysia,N SEMBILAN,Active,Active,Y,10/6/2022,Y,N,15.00,?,12.101382,12.832029,0.0000,0.0000,Y,N,15.00,?,?,?,14.990000,?,8,DURING & AFTER CAMP
119,36,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.000000,0.000000,25.5000,0.0000,Y,N,5.00,?,?,?,11.620000,?,12,BEFORE & AFTER CAMP
30,53,Male,Malaysia,PERAK,Active,Active,N,?,N,N,?,?,1.084115,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,3,BEFORE & AFTER CAMP
19,30,Male,Malaysia,SABAH,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.000073,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,37,NO ACTIVITY SINCE SEP
198,82,Male,Malaysia,SABAH,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,35,NO ACTIVITY SINCE SEP
33,31,Female,Malaysia,KLANG VALLEY,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,36,NO ACTIVITY SINCE SEP
26,29,Female,Malaysia,SARAWAK,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.000000,0.000033,0.0000,0.0000,N,N,?,?,3.90,4.90,3.900000,4.900000,1,BEFORE & AFTER CAMP
61,76,Male,Malaysia,SABAH,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.000000,0.000000,0.0000,0.0000,N,Y,?,10.00,?,?,?,11.700000,1,BEFORE & AFTER CAMP
102,27,Male,Malaysia,KELANTAN,Active,Close,N,?,N,N,?,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,0,DURING & AFTER CAMP
37,47,Male,Malaysia,PENANG,Active,Active,N,?,N,N,?,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,37,NO ACTIVITY SINCE SEP
84,22,Male,Malaysia,KEDAH,Active,Active,N,?,Y,Y,8.00,27.99,0.001181,2.083788,0.0000,11.2667,Y,Y,10.00,30.00,?,?,13.000000,27.990000,0,DURING & AFTER CAMP
35,33,Female,Malaysia,SABAH,Active,Active,Y,10/6/2022,Y,N,15.00,?,37.133125,0.000000,0.0000,0.0000,Y,N,35.00,?,?,?,25.000000,?,39,NO ACTIVITY SINCE SEP
209,75,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,35,NO ACTIVITY SINCE SEP
