TENURE,AGE,GENDER,NATIONALITY,STATE,STATUS_BEFORE,STATUS_AFTER,OFFER_TAKER,DATE_ID,DATA_PURC_BEFORE,DATA_PURC_AFTER,DATA_CHRG_BEFORE,DATA_CHRG_AFTER,DATA_USG_BEFORE,DATA_USG_AFTER,VOICE_USG_BEFORE,VOICE_USG_AFTER,RLD_IND_BEFORE,RLD_IND_AFTER,RLD_AMT_BEFORE,RLD_AMT_AFTER,CPA_RVN_BEFORE,CPA_RVN_AFTER,ARPU_BEFORE,ARPU_AFTER,ACTVIITY_DAYS_AFTER,ACTIVITY_STATUS_AFTER,ID,PLAN_ID,PLAN_TYPE,VAS_ID,VAS_TYPE,YEAR,MONTH,DAY,QUARTER
44,25,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/5/2022,Y,Y,10.00,10.00,2.72329,1.196526,0.0,0.0,Y,Y,15.00,20.00,?,?,18.000000,10.000000,0,BEFORE & AFTER CAMP,327,2,Premium,1,Caller_tune,2022,10,5,4
142,73,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,?,?,33,NO ACTIVITY SINCE SEP,328,2,Premium,2,Roaming,2022,10,5,4
27,26,Female,Malaysia,SABAH,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.042609,0.687323,0.0,0.0,N,N,?,?,?,?,?,?,1,BEFORE & AFTER CAMP,330,2,Premium,2,Roaming,2022,10,5,4
18,33,Male,Malaysia,SARAWAK,Active,Active,Y,10/5/2022,Y,N,15.00,?,1e-06,1e-06,0.0,0.0,N,N,?,?,?,?,?,?,2,BEFORE & AFTER CAMP,331,1,Saver,2,Roaming,2022,10,5,4
95,51,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.0201,0.0,0.0,0.0,Y,N,10.00,?,?,?,4.000000,?,1,BEFORE & AFTER CAMP,333,1,Saver,1,Caller_tune,2022,10,6,4
17,22,Female,Malaysia,PERAK,Active,Active,Y,10/5/2022,Y,Y,34.99,20.00,1.512467,1.213623,0.0,2.4,Y,N,30.00,?,?,?,34.990000,20.000000,0,DURING & AFTER CAMP,335,2,Premium,1,Caller_tune,2022,10,5,4
520,69,Female,Malaysia,PERAK,Active,Active,Y,10/5/2022,Y,N,27.99,?,0.0,0.0,58.85,0.0,Y,N,30.00,?,?,?,27.990000,?,34,NO ACTIVITY SINCE SEP,336,1,Saver,2,Roaming,2022,10,5,4
11,24,Female,Malaysia,NEGERI SEMBILAN,Active,Active,Y,10/5/2022,Y,N,12.00,?,12.928292,0.0,0.1333,0.0,Y,Y,30.00,5.00,?,?,27.200000,?,36,NO ACTIVITY SINCE SEP,339,1,Saver,1,Caller_tune,2022,10,5,4
90,26,Male,Malaysia,SABAH,Active,Active,Y,10/6/2022,Y,N,15.00,?,3.335004,8.74341,1.9333,3.15,Y,Y,5.00,8.00,?,?,1.200000,2.200000,0,DURING & AFTER CAMP,340,1,Saver,1,Caller_tune,2022,10,6,4
69,0,Male,Malaysia,PERAK,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,?,?,5,BEFORE & AFTER CAMP,341,1,Saver,2,Roaming,2022,10,6,4
24,50,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,0.100000,?,20,DURING CAMP THEN REMAIN,342,2,Premium,1,Caller_tune,2022,10,5,4
91,0,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,N,?,?,0.20,?,0.200000,?,35,NO ACTIVITY SINCE SEP,343,2,Premium,1,Caller_tune,2022,10,5,4
38,50,Male,Malaysia,SABAH,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.115157,2.715821,0.0,0.0,N,N,?,?,?,?,?,?,3,BEFORE & AFTER CAMP,344,1,Saver,2,Roaming,2022,10,5,4
28,24,Male,Malaysia,SABAH,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.001854,1.453201,0.0,3.5333,N,Y,?,10.00,?,?,?,13.560000,13,DURING & AFTER CAMP,346,2,Premium,1,Caller_tune,2022,10,6,4
91,54,Female,Malaysia,KELANTAN,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,Y,Y,10.00,10.00,?,?,?,?,7,BEFORE & AFTER CAMP,347,1,Saver,2,Roaming,2022,10,6,4
34,72,Male,Malaysia,PENANG,Active,Active,Y,10/5/2022,Y,Y,35.00,35.00,0.041154,0.075051,0.0,0.0,Y,Y,5.00,35.00,?,?,35.000000,35.000000,1,DURING & AFTER CAMP,348,2,Premium,1,Caller_tune,2022,10,5,4
30,36,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/6/2022,Y,N,15.00,?,7e-06,2.8e-05,0.0,0.0,N,N,?,?,?,?,?,?,0,BEFORE & AFTER CAMP,349,1,Saver,2,Roaming,2022,10,6,4
25,0,Male,Malaysia,PERAK,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.000837,0.0,0.0,0.0,N,N,?,?,?,?,?,?,38,NO ACTIVITY SINCE SEP,350,1,Saver,1,Caller_tune,2022,10,5,4
28,43,Female,Malaysia,PERAK,Active,Active,Y,10/6/2022,Y,Y,15.00,15.00,0.0,0.0,0.0,0.0,N,Y,?,20.00,?,?,?,15.000000,1,BEFORE & AFTER CAMP,352,2,Premium,1,Caller_tune,2022,10,6,4
71,60,Female,Malaysia,JOHORE,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,N,?,?,0.99,?,0.990000,?,39,NO ACTIVITY SINCE SEP,354,1,Saver,1,Caller_tune,2022,10,6,4
49,22,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,N,?,?,2.00,2.00,2.000000,2.000000,8,BEFORE & AFTER CAMP,355,2,Premium,2,Roaming,2022,10,6,4
86,27,Female,Malaysia,KELANTAN,Active,Active,Y,10/6/2022,Y,Y,15.00,3.00,0.547274,18.618455,1.4833,3.0667,N,Y,?,10.00,?,?,3.600000,18.350000,1,DURING & AFTER CAMP,356,1,Saver,2,Roaming,2022,10,6,4
24,30,Female,Malaysia,SABAH,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.0,4e-06,0.0,0.5333,Y,N,10.00,?,?,?,12.500000,0.200000,8,DURING & AFTER CAMP,357,1,Saver,1,Caller_tune,2022,10,5,4
18,64,Female,Malaysia,SABAH,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,?,?,33,NO ACTIVITY SINCE SEP,358,1,Saver,2,Roaming,2022,10,5,4
21,36,Female,Malaysia,PERAK,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.00898,0.0,0.0,0.0,N,N,?,?,?,?,?,?,37,NO ACTIVITY SINCE SEP,360,1,Saver,2,Roaming,2022,10,6,4
20,29,Male,Malaysia,PERAK,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.00058,0.0,0.0,0.0,N,N,?,?,?,?,?,?,19,DURING CAMP THEN REMAIN,361,1,Saver,1,Caller_tune,2022,10,6,4
30,31,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/6/2022,N,N,?,?,0.0,0.002583,0.0,0.0,Y,N,10.00,?,?,?,?,?,10,DURING & AFTER CAMP,363,2,Premium,2,Roaming,2022,10,6,4
52,26,Male,Malaysia,JOHORE,Active,Active,Y,10/6/2022,Y,N,15.00,?,7.3e-05,0.0,0.0,0.0,N,N,?,?,?,?,?,?,35,NO ACTIVITY SINCE SEP,364,1,Saver,1,Caller_tune,2022,10,6,4
23,38,Male,Malaysia,JOHORE,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,?,?,33,NO ACTIVITY SINCE SEP,365,1,Saver,1,Caller_tune,2022,10,5,4
220,80,Male,Malaysia,PENANG,Active,Active,Y,10/6/2022,N,N,?,?,0.0,0.0,2.0167,0.75,N,N,?,?,?,?,1.280000,0.400000,7,DURING & AFTER CAMP,366,1,Saver,2,Roaming,2022,10,6,4
59,29,Female,Malaysia,PERLIS,Active,Active,Y,10/5/2022,Y,N,15.00,?,2.491145,1.109637,0.0,0.4,N,N,?,?,0.15,?,12.000000,0.300000,0,DURING & AFTER CAMP,367,2,Premium,2,Roaming,2022,10,5,4
32,65,Female,Malaysia,PERAK,Active,Active,Y,10/6/2022,Y,N,15.00,?,1.655918,6.004884,0.0,0.0,N,N,?,?,?,?,?,?,2,BEFORE & AFTER CAMP,368,1,Saver,1,Caller_tune,2022,10,6,4
40,72,Male,Malaysia,SARAWAK,Active,Active,Y,10/6/2022,Y,N,15.00,?,6.1e-05,1.8e-05,0.0,0.0,Y,N,5.00,?,?,?,?,?,5,DURING & AFTER CAMP,369,2,Premium,1,Caller_tune,2022,10,6,4
36,46,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.763783,0.0,0.0,0.0,Y,N,5.00,?,?,?,?,?,36,NO ACTIVITY SINCE SEP,370,1,Saver,2,Roaming,2022,10,6,4
244,39,Male,Malaysia,SARAWAK,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.0,0.0,0.0,12.8,N,Y,?,5.00,?,?,?,7.280000,0,DURING & AFTER CAMP,371,1,Saver,1,Caller_tune,2022,10,6,4
19,32,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.0,12.710772,0.0,0.0333,N,N,?,?,?,?,?,0.200000,0,BEFORE & AFTER CAMP,372,2,Premium,2,Roaming,2022,10,6,4
143,71,Male,Malaysia,MALACCA,Active,Active,Y,10/5/2022,N,N,?,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,?,?,18,DURING CAMP THEN REMAIN,374,1,Saver,2,Roaming,2022,10,5,4
32,24,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/6/2022,N,Y,?,5.00,0.0,16.664005,0.0,0.8667,Y,Y,5.00,30.00,?,?,?,40.500000,0,DURING & AFTER CAMP,378,2,Premium,2,Roaming,2022,10,6,4
193,48,Male,Malaysia,PENANG,Active,Active,Y,10/5/2022,N,N,?,?,0.0,0.0,0.0,9.25,N,N,?,?,?,?,38.000000,2.860000,1,DURING & AFTER CAMP,379,1,Saver,1,Caller_tune,2022,10,5,4
147,29,Male,Malaysia,SARAWAK,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,1.000000,?,6,BEFORE & AFTER CAMP,380,2,Premium,2,Roaming,2022,10,6,4
30,54,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,?,?,37,NO ACTIVITY SINCE SEP,381,2,Premium,1,Caller_tune,2022,10,5,4
37,32,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/5/2022,Y,N,15.00,?,3.6e-05,0.0,0.0,0.0,N,N,?,?,?,?,?,?,38,NO ACTIVITY SINCE SEP,382,2,Premium,1,Caller_tune,2022,10,5,4
165,29,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/6/2022,Y,N,29.98,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,121.980000,2.000000,1,BEFORE & AFTER CAMP,386,2,Premium,1,Caller_tune,2022,10,6,4
24,44,Male,Malaysia,PERAK,Active,Active,Y,10/5/2022,Y,N,34.99,?,2.115814,0.0,2.15,0.0,Y,N,55.00,?,34.49,?,20.000000,?,38,NO ACTIVITY SINCE SEP,387,1,Saver,1,Caller_tune,2022,10,5,4
29,38,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/5/2022,Y,N,15.00,?,7.477062,0.0,1.9667,0.0,Y,N,20.00,?,?,?,1.000000,?,35,NO ACTIVITY SINCE SEP,388,1,Saver,1,Caller_tune,2022,10,5,4
21,24,Male,Malaysia,TERENGGANU,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.0,2.373818,0.0,0.0,N,Y,?,10.00,?,?,?,0.800000,0,BEFORE & AFTER CAMP,391,1,Saver,2,Roaming,2022,10,5,4
520,30,Female,Malaysia,KELANTAN,Active,Active,Y,10/6/2022,Y,Y,35.00,35.00,13.884917,22.658208,5.2167,3.3,N,Y,?,40.00,?,?,35.000000,35.000000,1,BEFORE & AFTER CAMP,394,1,Saver,1,Caller_tune,2022,10,6,4
39,52,Female,Malaysia,KLANG VALLEY,Active,Active,Y,10/6/2022,N,N,?,?,0.003363,0.0,0.0,0.0,Y,N,150.00,?,?,?,126.000000,?,21,DURING CAMP THEN REMAIN,396,2,Premium,1,Caller_tune,2022,10,6,4
34,37,Male,Malaysia,TERENGGANU,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,?,?,38,NO ACTIVITY SINCE SEP,397,1,Saver,1,Caller_tune,2022,10,5,4
30,26,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/24/2022,N,Y,?,14.99,0.0,48.151177,0.0,0.0,N,Y,?,10.00,?,?,?,21.990000,0,DURING & AFTER CAMP,399,1,Saver,1,Caller_tune,2022,10,24,4
33,23,Female,Malaysia,KLANG VALLEY,Active,Active,Y,10/5/2022,N,N,?,?,0.0,4.999776,0.0,0.0,Y,N,5.00,?,?,?,?,3.200000,2,DURING & AFTER CAMP,402,2,Premium,2,Roaming,2022,10,5,4
21,29,Female,Malaysia,SABAH,Active,Active,Y,10/5/2022,Y,Y,15.00,15.00,0.074098,5.430153,0.0,0.0167,N,Y,?,50.00,?,?,?,24.000000,6,DURING & AFTER CAMP,404,2,Premium,2,Roaming,2022,10,5,4
162,31,Female,Malaysia,JOHORE,Active,Active,Y,10/5/2022,Y,Y,4.00,3.00,1.763604,0.554943,0.0,0.0,Y,N,10.00,?,?,?,4.000000,3.000000,4,BEFORE & AFTER CAMP,405,1,Saver,2,Roaming,2022,10,5,4
16,49,Male,Malaysia,SELANGOR,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.334607,7.196462,0.0,0.0,Y,N,5.00,?,?,?,1.000000,?,1,BEFORE & AFTER CAMP,408,1,Saver,2,Roaming,2022,10,6,4
22,36,Male,Malaysia,SABAH,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,?,?,35,NO ACTIVITY SINCE SEP,409,2,Premium,2,Roaming,2022,10,5,4
32,37,Female,Malaysia,MALACCA,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.391044,2.598776,0.0,0.0,N,N,?,?,?,?,?,?,15,DURING & AFTER CAMP,410,1,Saver,2,Roaming,2022,10,6,4
49,33,Male,Malaysia,PAHANG,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.803643,0.0,0.0,0.0,Y,N,5.00,?,?,?,?,?,0,BEFORE & AFTER CAMP,411,1,Saver,1,Caller_tune,2022,10,5,4
51,24,Male,Malaysia,TERENGGANU,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.104747,0.235079,0.0,0.0,N,N,?,?,?,?,?,?,1,BEFORE & AFTER CAMP,414,2,Premium,1,Caller_tune,2022,10,6,4
33,22,Male,Malaysia,MALACCA,Active,Active,Y,10/5/2022,Y,N,35.00,?,14.082002,0.0,2.5667,0.0,Y,N,30.00,?,?,?,?,?,38,NO ACTIVITY SINCE SEP,415,1,Saver,2,Roaming,2022,10,5,4
34,39,Male,Malaysia,KEDAH,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.0,0.022382,0.0,0.0,N,N,?,?,?,?,?,3.370000,2,DURING & AFTER CAMP,416,2,Premium,1,Caller_tune,2022,10,5,4
152,41,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/6/2022,Y,Y,15.00,1.50,1e-06,1.444676,0.0667,0.35,N,Y,?,15.00,?,?,0.190000,9.720000,1,BEFORE & AFTER CAMP,417,2,Premium,1,Caller_tune,2022,10,6,4
19,26,Male,Malaysia,SABAH,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.00399,0.0,0.0,0.0,N,N,?,?,?,?,?,?,35,NO ACTIVITY SINCE SEP,419,1,Saver,2,Roaming,2022,10,6,4
16,27,Male,Malaysia,SABAH,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.000111,0.0,0.0,0.0,N,N,?,?,?,?,?,?,36,NO ACTIVITY SINCE SEP,420,2,Premium,1,Caller_tune,2022,10,6,4
59,45,Female,Malaysia,KLANG VALLEY,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.05994,0.0,0.0,0.0,Y,Y,15.00,5.00,2.00,2.00,6.000000,2.000000,6,BEFORE & AFTER CAMP,422,2,Premium,2,Roaming,2022,10,6,4
50,30,Female,Malaysia,JOHORE,Active,Active,Y,10/5/2022,Y,Y,15.00,10.00,0.0,13.066008,0.0,4.3334,N,N,?,?,?,?,?,26.430000,0,BEFORE & AFTER CAMP,423,2,Premium,1,Caller_tune,2022,10,5,4
17,32,Male,Malaysia,SABAH,Active,Active,Y,10/6/2022,Y,N,15.00,?,6.970779,0.0,0.0,0.0,N,N,?,?,?,?,?,?,38,NO ACTIVITY SINCE SEP,424,2,Premium,2,Roaming,2022,10,6,4
65,59,Male,Malaysia,KELANTAN,Active,Active,Y,10/6/2022,Y,Y,1.00,2.00,0.51653,0.621064,1.6333,0.0,N,N,?,?,?,?,2.600000,4.000000,4,DURING & AFTER CAMP,428,1,Saver,1,Caller_tune,2022,10,6,4
51,74,Female,Malaysia,SARAWAK,Active,Active,Y,10/6/2022,N,N,?,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,?,4.000000,0,BEFORE & AFTER CAMP,429,2,Premium,1,Caller_tune,2022,10,6,4
67,56,Male,Malaysia,KEDAH,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.0,0.000724,0.0,0.0,Y,Y,5.00,10.00,?,?,?,?,8,BEFORE & AFTER CAMP,430,1,Saver,2,Roaming,2022,10,6,4
18,23,Male,Malaysia,PENANG,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.000302,0.0,0.0,0.0,N,N,?,?,?,?,?,?,38,NO ACTIVITY SINCE SEP,431,1,Saver,2,Roaming,2022,10,5,4
50,69,Female,Malaysia,JOHORE,Active,Active,Y,10/5/2022,N,N,?,?,0.0,0.0,0.7667,1.2333,Y,Y,15.00,10.00,?,?,0.390000,0.390000,5,BEFORE & AFTER CAMP,433,1,Saver,2,Roaming,2022,10,5,4
18,40,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/6/2022,Y,N,15.00,?,1.2e-05,8.5e-05,0.0,0.0,N,N,?,?,?,?,?,?,0,BEFORE & AFTER CAMP,436,2,Premium,2,Roaming,2022,10,6,4
36,52,Female,Malaysia,SABAH,Active,Active,Y,10/5/2022,Y,N,15.00,?,5.587774,18.030855,0.0,3.3167,N,N,?,?,?,?,?,1.200000,0,DURING & AFTER CAMP,437,2,Premium,1,Caller_tune,2022,10,5,4
33,47,Male,Malaysia,SABAH,Active,Active,Y,10/6/2022,Y,N,27.98,?,4.102394,12.778335,0.05,0.0,Y,N,30.00,?,?,?,28.480000,?,3,DURING & AFTER CAMP,441,1,Saver,1,Caller_tune,2022,10,6,4
41,43,Male,Malaysia,JOHORE,Active,Active,Y,10/5/2022,Y,N,15.00,?,3.865967,13.037678,0.0,0.6333,N,Y,?,5.00,?,?,?,1.990000,0,DURING & AFTER CAMP,444,2,Premium,1,Caller_tune,2022,10,5,4
33,34,Female,Malaysia,SARAWAK,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,?,?,8,BEFORE & AFTER CAMP,445,1,Saver,2,Roaming,2022,10,5,4
21,54,Male,Malaysia,SARAWAK,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.10033,0.0,0.0,0.0,N,N,?,?,?,?,?,?,37,NO ACTIVITY SINCE SEP,446,1,Saver,2,Roaming,2022,10,5,4
520,65,Female,Malaysia,SARAWAK,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.539958,0.0,0.0,0.0,N,N,?,?,?,?,?,?,3,DURING & AFTER CAMP,447,2,Premium,1,Caller_tune,2022,10,5,4
26,23,Female,Malaysia,MALACCA,Active,Active,Y,10/5/2022,N,N,?,?,12.637677,0.0,198.4167,0.0,N,N,?,?,?,?,?,?,34,NO ACTIVITY SINCE SEP,450,2,Premium,1,Caller_tune,2022,10,5,4
151,29,Male,Malaysia,PERAK,Active,Active,Y,10/6/2022,N,N,?,?,0.0,0.0,0.0,0.0333,N,N,?,?,?,?,?,0.180000,0,BEFORE & AFTER CAMP,451,1,Saver,2,Roaming,2022,10,6,4
24,35,Female,Malaysia,SARAWAK,Active,Active,Y,10/5/2022,Y,N,15.00,?,2.64172,3.567989,0.0,0.0,N,Y,?,10.00,?,?,?,?,0,BEFORE & AFTER CAMP,452,2,Premium,1,Caller_tune,2022,10,5,4
94,29,Female,Malaysia,KLANG VALLEY,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.0,0.0,0.1333,0.0,Y,N,10.00,?,?,?,0.150000,?,21,DURING CAMP THEN REMAIN,453,2,Premium,1,Caller_tune,2022,10,5,4
26,25,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,?,?,34,NO ACTIVITY SINCE SEP,457,2,Premium,1,Caller_tune,2022,10,5,4
25,40,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/6/2022,Y,N,15.00,?,1.60622,4.338845,2.5333,10.9333,N,N,?,?,?,?,0.700000,3.000000,0,DURING & AFTER CAMP,458,1,Saver,2,Roaming,2022,10,6,4
22,47,Female,Malaysia,PERAK,Active,Active,Y,10/5/2022,Y,N,35.00,?,14.230697,0.0,791.5834,0.0,Y,N,40.00,?,?,?,?,?,37,NO ACTIVITY SINCE SEP,460,1,Saver,1,Caller_tune,2022,10,5,4
33,28,Male,Malaysia,SARAWAK,Active,Active,Y,10/6/2022,Y,N,15.00,?,10.37718,0.0,0.0,0.0,N,N,?,?,?,?,0.030000,?,39,NO ACTIVITY SINCE SEP,463,1,Saver,1,Caller_tune,2022,10,6,4
21,23,Male,Malaysia,MALACCA,Active,Active,Y,10/5/2022,Y,N,15.00,?,2.928379,0.0,0.95,0.0,Y,N,5.00,?,?,?,4.200000,?,39,NO ACTIVITY SINCE SEP,464,2,Premium,2,Roaming,2022,10,5,4
106,39,Female,Malaysia,PENANG,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,?,?,3,BEFORE & AFTER CAMP,465,1,Saver,2,Roaming,2022,10,5,4
45,27,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,Y,?,5.00,?,?,?,?,35,NO ACTIVITY SINCE SEP,466,2,Premium,1,Caller_tune,2022,10,5,4
74,69,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.205737,0.0,0.0,0.0,N,N,?,?,?,?,?,?,38,NO ACTIVITY SINCE SEP,467,1,Saver,2,Roaming,2022,10,6,4
168,35,Male,Malaysia,PENANG,Active,Active,Y,10/6/2022,N,N,?,?,1.97128,0.0,171.7834,0.0,N,N,?,?,0.15,?,?,?,2,BEFORE & AFTER CAMP,468,1,Saver,2,Roaming,2022,10,6,4
45,25,Male,Malaysia,SABAH,Active,Active,Y,10/5/2022,Y,N,29.98,?,0.0,1e-06,0.0,0.0,N,N,?,?,?,?,?,?,12,DURING & AFTER CAMP,469,2,Premium,1,Caller_tune,2022,10,5,4
41,46,Female,Malaysia,SABAH,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,?,?,21,DURING CAMP THEN REMAIN,470,2,Premium,2,Roaming,2022,10,5,4
21,45,Female,Malaysia,SABAH,Active,Active,Y,10/6/2022,Y,N,15.00,?,2.583013,0.0,0.85,0.0,N,N,?,?,?,?,0.200000,?,38,NO ACTIVITY SINCE SEP,471,2,Premium,1,Caller_tune,2022,10,6,4
36,36,Male,Malaysia,SARAWAK,Active,Active,Y,10/6/2022,Y,Y,15.00,4.00,6.519501,7.605438,6.15,5.2667,N,Y,?,30.00,?,?,?,6.080000,0,BEFORE & AFTER CAMP,473,1,Saver,2,Roaming,2022,10,6,4
27,35,Female,Malaysia,SARAWAK,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,Y,?,5.00,?,?,?,?,11,DURING & AFTER CAMP,474,1,Saver,1,Caller_tune,2022,10,5,4
48,0,Male,Malaysia,SARAWAK,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,?,?,19,DURING CAMP THEN REMAIN,476,2,Premium,1,Caller_tune,2022,10,5,4
20,69,Male,Malaysia,SARAWAK,Active,Active,Y,10/6/2022,Y,N,5.00,?,7.717679,0.0,1.75,0.0,Y,N,40.00,?,?,?,21.700000,?,34,NO ACTIVITY SINCE SEP,480,2,Premium,2,Roaming,2022,10,6,4
87,27,Male,Malaysia,JOHORE,Active,Active,Y,10/6/2022,Y,N,15.00,?,1.219085,4.641643,0.0,5.5167,N,N,?,?,?,?,4.000000,2.730000,1,DURING & AFTER CAMP,483,2,Premium,1,Caller_tune,2022,10,6,4
22,27,Male,Malaysia,KELANTAN,Active,Active,Y,10/5/2022,Y,N,15.00,?,5.272745,0.0,0.0,0.0,N,N,?,?,?,?,?,?,38,NO ACTIVITY SINCE SEP,485,2,Premium,2,Roaming,2022,10,5,4
39,38,Female,Malaysia,JOHORE,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.0,0.0,0.1,0.0,N,N,?,?,?,?,0.130000,?,37,NO ACTIVITY SINCE SEP,486,1,Saver,1,Caller_tune,2022,10,5,4
19,72,Male,Malaysia,PAHANG,Active,Active,Y,10/5/2022,Y,Y,15.00,14.99,8.943566,0.0,12.2667,0.0,Y,Y,45.00,15.00,29.23,?,37.690000,14.990000,34,NO ACTIVITY SINCE SEP,487,2,Premium,2,Roaming,2022,10,5,4
99,31,Male,Malaysia,SABAH,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.029576,0.0,0.0,0.0,N,N,?,?,?,?,?,?,21,DURING CAMP THEN REMAIN,488,2,Premium,1,Caller_tune,2022,10,5,4
123,66,Male,Malaysia,PERAK,Active,Active,Y,10/6/2022,Y,N,20.00,?,2.209879,0.0,3.0666,0.0,Y,N,15.00,?,?,?,21.520000,2.000000,16,BEFORE & AFTER CAMP,489,2,Premium,1,Caller_tune,2022,10,6,4
18,37,Female,Malaysia,KLANG VALLEY,Active,Active,Y,10/6/2022,Y,N,29.99,?,12.833144,0.0,0.1167,0.0,Y,N,30.00,?,?,?,0.300000,?,7,BEFORE & AFTER CAMP,491,1,Saver,2,Roaming,2022,10,6,4
21,28,Female,Malaysia,KELANTAN,Active,Active,Y,10/5/2022,Y,Y,4.50,3.00,17.850552,14.540426,0.1667,1.1334,Y,Y,30.00,15.00,?,?,16.300000,15.300000,2,DURING & AFTER CAMP,492,2,Premium,2,Roaming,2022,10,5,4
199,82,Male,Malaysia,PAHANG,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.0,0.0,16.2,8.3167,N,N,?,?,?,?,4.680000,2.730000,5,DURING & AFTER CAMP,493,2,Premium,2,Roaming,2022,10,6,4
